anio	mes	tipo_centro	subtipo_centro	centro	categoria	cuartos_disponibles	cuartos_ocupados_no_residentes	cuartos_ocupados_residentes	llegada_turistas_no_residentes	llegada_turistas_residentes	turistas_noche_no_residentes	turistas_noche_residentes
2023	03	Ciudades	Fronterizas	Piedras Negras	3 estrellas	12834	953	7753	2095	15086	2095	15086
2023	03	Ciudades	Fronterizas	Piedras Negras	4 estrellas	14951	1324	7861	2318	14987	2815	16964
2023	03	Ciudades	Fronterizas	Piedras Negras	5 estrellas	7719	83	6028	29	5416	83	10328
2023	03	Ciudades	Fronterizas	Tecate	1 estrella	3534	228	1572	456	3144	456	3144
2023	03	Ciudades	Fronterizas	Tecate	2 estrellas	2914	354	1293	713	2554	713	2554
2023	03	Ciudades	Fronterizas	Tecate	3 estrellas	5053	237	1684	473	3602	473	3602
2023	03	Ciudades	Fronterizas	Tecate	4 estrellas	3286	94	981	187	1963	187	1963
2023	03	Ciudades	Fronterizas	Tecate	5 estrellas	3813	389	2437	389	2437	389	2437
2023	03	Ciudades	Fronterizas	Tijuana	2 estrellas	26164	9102	11634	9786	12478	10043	13162
2023	03	Ciudades	Fronterizas	Tijuana	3 estrellas	63333	12378	29634	12876	29622	15899	44385
2023	03	Ciudades	Fronterizas	Tijuana	4 estrellas	55180	11847	27328	11655	26258	14726	38547
2023	03	Ciudades	Fronterizas	Tijuana	5 estrellas	50189	12459	25942	12145	26918	13003	28550
2023	04	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	2 estrellas	13740	0	7920	0	7786	0	23396
2023	04	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	3 estrellas	26010	787	11250	459	27470	1780	32816
2023	04	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	4 estrellas	68040	3945	41331	3817	40094	9304	106229
2023	04	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	5 estrellas	96630	7937	55766	3410	39340	19144	135276
2023	04	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	2 estrellas	8250	20	5057	5	7415	20	11560
2023	04	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	3 estrellas	18450	0	12263	0	15403	0	29035
2023	04	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	4 estrellas	36690	3601	23991	1879	21281	6882	56901
2023	04	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	5 estrellas	67020	12787	36399	5461	23287	28163	86305
2023	04	Centros de Playa	Integralmente Planeados	Cancún	1 estrella	8070	0	1664	0	827	0	3407
2023	04	Centros de Playa	Integralmente Planeados	Cancún	2 estrellas	10590	1864	5700	1246	4485	4054	9479
2023	04	Centros de Playa	Integralmente Planeados	Cancún	3 estrellas	90090	26368	43041	20702	36143	53950	92278
2023	04	Centros de Playa	Integralmente Planeados	Cancún	4 estrellas	225480	74372	103625	63244	55519	179361	259417
2023	04	Centros de Playa	Integralmente Planeados	Cancún	5 estrellas	723270	380802	177083	276538	112238	1070467	446284
2023	04	Centros de Playa	Integralmente Planeados	Loreto	1 estrella	4170	0	3318	0	6636	0	6636
2023	04	Centros de Playa	Integralmente Planeados	Loreto	3 estrellas	3240	728	1033	1114	1869	1456	2121
2023	04	Centros de Playa	Integralmente Planeados	Loreto	4 estrellas	6960	2320	2412	2818	2567	4345	4519
2023	04	Centros de Playa	Integralmente Planeados	Loreto	5 estrellas	12990	5557	1353	3051	1106	12370	3033
2023	04	Centros de Playa	Integralmente Planeados	Los Cabos	1 estrella	10980	1047	4321	1210	3813	1881	9384
2023	04	Centros de Playa	Integralmente Planeados	Los Cabos	2 estrellas	8430	1954	2623	1974	1459	3700	4115
2023	04	Centros de Playa	Integralmente Planeados	Los Cabos	3 estrellas	26160	2446	12719	1755	7907	4767	26077
2023	04	Centros de Playa	Integralmente Planeados	Los Cabos	4 estrellas	89460	41806	18984	27618	13643	85234	36776
2023	04	Centros de Playa	Integralmente Planeados	Los Cabos	5 estrellas	535412	327466	93859	128738	42705	848653	220469
2023	04	Centros de Playa	Otros	Isla Mujeres	1 estrella	3480	348	418	339	418	761	835
2023	04	Centros de Playa	Otros	Isla Mujeres	2 estrellas	8790	2744	2477	2744	3283	6220	4954
2023	04	Centros de Playa	Otros	Isla Mujeres	3 estrellas	13320	4943	3389	4277	6749	10138	9576
2023	04	Centros de Playa	Otros	Isla Mujeres	4 estrellas	7830	2678	690	1230	729	5374	1720
2023	04	Centros de Playa	Otros	Isla Mujeres	5 estrellas	15750	7387	5481	13946	10959	15604	11932
2023	04	Centros de Playa	Otros	Nuevo Nayarit	3 estrellas	1920	51	792	0	794	102	2291
2023	04	Centros de Playa	Otros	Nuevo Nayarit	4 estrellas	27180	10965	10747	2851	7422	27608	31669
2023	04	Centros de Playa	Otros	Nuevo Nayarit	5 estrellas	297087	158103	79078	54231	44233	343584	220921
2023	04	Centros de Playa	Otros	Playas de Rosarito	1 estrella	3090	127	77	325	182	380	201
2023	04	Centros de Playa	Otros	Playas de Rosarito	2 estrellas	12300	4562	3085	11565	7647	14480	9547
2023	04	Centros de Playa	Otros	Playas de Rosarito	3 estrellas	19230	2476	1643	6228	4113	7786	5131
2023	04	Centros de Playa	Otros	Playas de Rosarito	4 estrellas	25260	8082	5390	20264	13477	25340	16826
2023	04	Centros de Playa	Otros	Playas de Rosarito	5 estrellas	18750	4252	2836	10681	7088	13322	8849
2023	04	Centros de Playa	Otros	Puerto Escondido	1 estrella	10020	1081	4356	763	8812	1971	11864
2023	04	Centros de Playa	Otros	Puerto Escondido	2 estrellas	19530	0	7404	0	13502	0	21778
2023	04	Centros de Playa	Otros	Puerto Escondido	3 estrellas	19350	0	9575	0	18993	0	24615
2023	04	Centros de Playa	Otros	Puerto Escondido	4 estrellas	20340	2193	11013	1227	9161	4302	24555
2023	04	Centros de Playa	Otros	Puerto Escondido	5 estrellas	11430	475	3837	245	3429	1477	8740
2023	04	Centros de Playa	Otros	Riviera Maya	1 estrella	9180	563	2644	575	2105	967	4798
2023	04	Centros de Playa	Otros	Riviera Maya	2 estrellas	21510	17254	0	13087	0	31544	0
2023	04	Centros de Playa	Otros	Riviera Maya	3 estrellas	85620	51883	376	24864	393	104982	494
2023	04	Centros de Playa	Otros	Riviera Maya	4 estrellas	199547	140998	4616	51039	1650	271529	9778
2023	04	Centros de Playa	Otros	Riviera Maya	5 estrellas	1215767	860020	36693	330123	9141	1842660	73409
2023	04	Centros de Playa	Otros	San Felipe	2 estrellas	6720	1233	2641	2811	6805	2811	6805
2023	04	Centros de Playa	Otros	San Felipe	3 estrellas	9780	1916	2947	4731	7178	5199	8604
2023	04	Centros de Playa	Otros	San Felipe	4 estrellas	6540	811	2496	1659	5344	1659	5344
2023	04	Centros de Playa	Otros	San Felipe	5 estrellas	1650	584	316	962	560	962	563
2023	04	Centros de Playa	Otros	Tonalá Puerto Arista	1 estrella	7470	318	1835	816	5344	939	5922
2023	04	Centros de Playa	Otros	Tonalá Puerto Arista	2 estrellas	7230	245	2556	552	7209	647	7964
2023	04	Centros de Playa	Otros	Tonalá Puerto Arista	3 estrellas	3930	109	1912	232	5550	282	5881
2023	04	Centros de Playa	Otros	Tonalá Puerto Arista	4 estrellas	2370	66	1520	143	3625	167	3897
2023	04	Centros de Playa	Tradicionales	Acapulco	2 estrellas	61800	0	29431	0	56301	0	73515
2023	04	Centros de Playa	Tradicionales	Acapulco	3 estrellas	131232	8874	67396	8649	144289	22073	185524
2023	04	Centros de Playa	Tradicionales	Acapulco	4 estrellas	188387	0	124509	0	373532	0	373889
2023	04	Centros de Playa	Tradicionales	Acapulco	5 estrellas	275160	12109	149321	13724	334216	49179	416657
2023	04	Centros de Playa	Tradicionales	Cozumel	1 estrella	4560	717	636	717	617	1387	1319
2023	04	Centros de Playa	Tradicionales	Cozumel	2 estrellas	9450	833	645	786	843	1895	1386
2023	04	Centros de Playa	Tradicionales	Cozumel	3 estrellas	16590	2900	1896	2740	1896	6204	4367
2023	04	Centros de Playa	Tradicionales	Cozumel	4 estrellas	56880	23701	9350	17858	6208	48209	18621
2023	04	Centros de Playa	Tradicionales	Cozumel	5 estrellas	67620	28899	10419	19631	8568	63588	22905
2023	04	Centros de Playa	Tradicionales	La Paz	1 estrella	7710	1407	3684	526	2570	1762	6376
2023	04	Centros de Playa	Tradicionales	La Paz	2 estrellas	6600	23	3019	23	1866	23	5022
2023	04	Centros de Playa	Tradicionales	La Paz	3 estrellas	19200	0	11905	0	16949	0	25771
2023	04	Centros de Playa	Tradicionales	La Paz	4 estrellas	31020	5534	17563	4416	15849	12208	44193
2023	04	Centros de Playa	Tradicionales	La Paz	5 estrellas	17340	9185	6442	6831	6158	16268	11875
2023	04	Centros de Playa	Tradicionales	Manzanillo	2 estrellas	9182	1048	3117	2541	6601	3378	7247
2023	04	Centros de Playa	Tradicionales	Manzanillo	3 estrellas	67080	77	39448	138	77434	152	137938
2023	04	Centros de Playa	Tradicionales	Manzanillo	4 estrellas	17700	441	14923	417	14994	614	32116
2023	04	Centros de Playa	Tradicionales	Manzanillo	5 estrellas	38240	1817	22081	1920	18874	4006	56302
2023	04	Centros de Playa	Tradicionales	Mazatlán	1 estrella	12990	0	3584	0	6074	0	7614
2023	04	Centros de Playa	Tradicionales	Mazatlán	2 estrellas	21120	0	7379	0	10239	0	14918
2023	04	Centros de Playa	Tradicionales	Mazatlán	3 estrellas	33240	167	20665	64	31307	335	50015
2023	04	Centros de Playa	Tradicionales	Mazatlán	4 estrellas	97200	11168	59096	11106	65814	24365	150361
2023	04	Centros de Playa	Tradicionales	Mazatlán	5 estrellas	135300	26778	81338	27723	93805	75504	237818
2023	04	Centros de Playa	Tradicionales	Veracruz-Boca del Río	1 estrella	47160	0	11239	0	22477	0	22477
2023	04	Centros de Playa	Tradicionales	Veracruz-Boca del Río	2 estrellas	50250	0	24355	0	46900	0	48575
2023	04	Centros de Playa	Tradicionales	Veracruz-Boca del Río	3 estrellas	66720	0	35242	0	38355	0	79183
2023	04	Centros de Playa	Tradicionales	Veracruz-Boca del Río	4 estrellas	107670	11817	73299	12037	91487	29512	196726
2023	04	Centros de Playa	Tradicionales	Veracruz-Boca del Río	5 estrellas	41400	8084	21980	8955	32593	25091	65217
2023	04	Centros de Playa	Tradicionales	Puerto Vallarta	1 estrella	11670	1420	2835	377	2254	1917	5907
2023	04	Centros de Playa	Tradicionales	Puerto Vallarta	2 estrellas	11730	1688	3156	810	2330	3041	8289
2023	04	Centros de Playa	Tradicionales	Puerto Vallarta	3 estrellas	52857	11366	28406	11817	38959	22376	77551
2023	04	Centros de Playa	Tradicionales	Puerto Vallarta	4 estrellas	121053	37363	57216	26621	43398	84307	132424
2023	04	Centros de Playa	Tradicionales	Puerto Vallarta	5 estrellas	201030	79422	85992	33722	59091	159736	203906
2023	04	Ciudades	Grandes	Ciudad de México	1 estrella	273210	35994	68519	52691	114271	92371	152434
2023	04	Ciudades	Grandes	Ciudad de México	2 estrellas	232410	11022	89929	7428	85457	17251	174507
2023	04	Ciudades	Grandes	Ciudad de México	3 estrellas	377478	64728	174387	53837	122466	137139	379684
2023	04	Ciudades	Grandes	Ciudad de México	4 estrellas	432313	64414	209734	59307	181314	146491	477383
2023	04	Ciudades	Grandes	Ciudad de México	5 estrellas	521976	129252	207222	85233	160982	221806	395216
2023	04	Ciudades	Grandes	Guadalajara	1 estrella	94860	0	33980	0	45871	0	60243
2023	04	Ciudades	Grandes	Guadalajara	2 estrellas	31465	459	14349	103	15780	922	25460
2023	04	Ciudades	Grandes	Guadalajara	3 estrellas	170160	12049	72349	11112	85539	27578	173873
2023	04	Ciudades	Grandes	Guadalajara	4 estrellas	203340	18050	108148	13229	95808	31315	205388
2023	04	Ciudades	Grandes	Guadalajara	5 estrellas	162090	25124	79894	20357	74559	43192	148055
2023	04	Ciudades	Grandes	Monterrey	2 estrellas	16380	0	4627	0	10197	0	10197
2023	04	Ciudades	Grandes	Monterrey	3 estrellas	59070	8141	26702	7980	23010	17433	67038
2023	04	Ciudades	Grandes	Monterrey	4 estrellas	209563	24500	108928	22923	87888	53510	229160
2023	04	Ciudades	Grandes	Monterrey	5 estrellas	215760	32152	85427	28966	68548	63804	162034
2023	04	Ciudades	Interior	Aguascalientes	1 estrella	9840	410	4524	1367	5963	1367	6993
2023	04	Ciudades	Interior	Aguascalientes	2 estrellas	25020	1120	12842	2241	17414	2241	24008
2023	04	Ciudades	Interior	Aguascalientes	3 estrellas	50670	1328	28012	1406	28276	2423	53421
2023	04	Ciudades	Interior	Aguascalientes	4 estrellas	84723	5945	39611	8079	40874	9775	71878
2023	04	Ciudades	Interior	Aguascalientes	5 estrellas	20065	1873	8821	989	6020	2277	11408
2023	04	Ciudades	Interior	Campeche	1 estrella	11970	0	2704	0	4951	0	5054
2023	04	Ciudades	Interior	Campeche	2 estrellas	7770	0	3756	0	4947	0	6980
2023	04	Ciudades	Interior	Campeche	3 estrellas	15150	560	8439	355	7784	746	17184
2023	04	Ciudades	Interior	Campeche	4 estrellas	19200	2739	8186	3565	10622	5318	15024
2023	04	Ciudades	Interior	Campeche	5 estrellas	8700	1572	4406	2010	4691	4123	9221
2023	04	Ciudades	Interior	Celaya	1 estrella	3300	1	817	3	1258	3	1550
2023	04	Ciudades	Interior	Celaya	2 estrellas	10980	0	4648	0	5660	0	7314
2023	04	Ciudades	Interior	Celaya	3 estrellas	16410	0	9573	0	9221	0	15248
2023	04	Ciudades	Interior	Celaya	4 estrellas	37830	1142	13648	1040	15670	2181	27728
2023	04	Ciudades	Interior	Celaya	5 estrellas	6840	318	1692	306	2066	624	3713
2023	04	Ciudades	Interior	Chihuahua	2 estrellas	7530	424	3477	553	3948	763	6306
2023	04	Ciudades	Interior	Chihuahua	3 estrellas	28440	3127	14725	3530	17033	5427	26266
2023	04	Ciudades	Interior	Chihuahua	4 estrellas	55530	5484	28883	6514	34026	9803	51128
2023	04	Ciudades	Interior	Chihuahua	5 estrellas	58710	7514	25079	8121	27351	15049	52025
2023	04	Ciudades	Interior	Coatzacoalcos	1 estrella	5190	0	797	0	1275	0	1275
2023	04	Ciudades	Interior	Coatzacoalcos	2 estrellas	3570	0	2410	0	4542	0	4542
2023	04	Ciudades	Interior	Coatzacoalcos	3 estrellas	24870	0	12587	0	18969	0	19169
2023	04	Ciudades	Interior	Coatzacoalcos	4 estrellas	18780	0	9800	0	14810	0	14845
2023	04	Ciudades	Interior	Coatzacoalcos	5 estrellas	5970	358	2957	218	2023	405	4196
2023	04	Ciudades	Interior	Colima	1 estrella	7260	52	4283	35	4399	130	7748
2023	04	Ciudades	Interior	Colima	3 estrellas	9450	0	2107	0	3438	0	3824
2023	04	Ciudades	Interior	Colima	4 estrellas	18630	239	7941	244	11513	420	18490
2023	04	Ciudades	Interior	Comitán de Domínguez	1 estrella	12779	0	3880	0	5025	0	5025
2023	04	Ciudades	Interior	Comitán de Domínguez	2 estrellas	9051	3	3328	6	6715	6	6718
2023	04	Ciudades	Interior	Comitán de Domínguez	3 estrellas	13172	37	4928	76	9313	76	9313
2023	04	Ciudades	Interior	Comitán de Domínguez	4 estrellas	6398	0	2069	0	3935	0	3948
2023	04	Ciudades	Interior	Culiacán	3 estrellas	29130	1464	17041	1540	23464	3699	37498
2023	04	Ciudades	Interior	Culiacán	4 estrellas	22440	600	10595	736	15250	1568	23091
2023	04	Ciudades	Interior	Culiacán	5 estrellas	23430	220	6800	220	7369	445	13159
2023	04	Ciudades	Interior	Durango	1 estrella	2130	0	785	0	1044	0	1434
2023	04	Ciudades	Interior	Durango	2 estrellas	7770	0	3369	0	4836	0	5573
2023	04	Ciudades	Interior	Durango	3 estrellas	11639	34	4953	41	4966	45	9055
2023	04	Ciudades	Interior	Durango	4 estrellas	29953	427	16035	383	16577	845	27475
2023	04	Ciudades	Interior	Durango	5 estrellas	6330	111	3632	109	3632	111	3632
2023	04	Ciudades	Interior	El Fuerte	1 estrella	3300	0	553	0	1350	0	1454
2023	04	Ciudades	Interior	El Fuerte	3 estrellas	3600	0	987	0	1663	0	1973
2023	04	Ciudades	Interior	El Fuerte	5 estrellas	4200	17	1782	34	3087	34	3625
2023	04	Ciudades	Interior	Guanajuato	1 estrella	5820	0	1133	0	2584	0	3038
2023	04	Ciudades	Interior	Guanajuato	2 estrellas	15030	0	3048	0	5615	0	7619
2023	04	Ciudades	Interior	Guanajuato	3 estrellas	29100	78	9053	42	16398	151	19969
2023	04	Ciudades	Interior	Guanajuato	4 estrellas	30086	1035	13072	911	24406	2101	26880
2023	04	Ciudades	Interior	Guanajuato	5 estrellas	15345	61	6583	108	13238	108	13910
2023	04	Ciudades	Interior	Hermosillo	3 estrellas	18540	283	6736	296	7950	525	13472
2023	04	Ciudades	Interior	Hermosillo	4 estrellas	55080	4409	29159	5274	28366	9953	61026
2023	04	Ciudades	Interior	Hermosillo	5 estrellas	19200	3635	10778	3580	6918	7611	19238
2023	04	Ciudades	Interior	Irapuato	1 estrella	5370	0	2313	0	4219	0	4219
2023	04	Ciudades	Interior	Irapuato	2 estrellas	5010	0	988	0	1585	0	1650
2023	04	Ciudades	Interior	Irapuato	3 estrellas	19590	0	7649	0	14220	0	18603
2023	04	Ciudades	Interior	Irapuato	4 estrellas	37530	99	13466	56	21246	142	25808
2023	04	Ciudades	Interior	Irapuato	5 estrellas	8430	0	3594	0	7149	0	7149
2023	04	Ciudades	Interior	León	1 estrella	11730	0	2149	0	4327	0	4327
2023	04	Ciudades	Interior	León	2 estrellas	15810	0	6590	0	9294	0	10351
2023	04	Ciudades	Interior	León	3 estrellas	50978	546	16316	631	28309	1303	35181
2023	04	Ciudades	Interior	León	4 estrellas	82920	7332	27606	9441	36100	14370	44782
2023	04	Ciudades	Interior	León	5 estrellas	26510	2334	9878	1183	8127	2920	13508
2023	04	Ciudades	Interior	Los Mochis	2 estrellas	7140	0	2977	0	4063	0	5180
2023	04	Ciudades	Interior	Los Mochis	3 estrellas	14160	259	7055	334	9674	334	11718
2023	04	Ciudades	Interior	Los Mochis	4 estrellas	18960	68	12486	68	13593	68	18528
2023	04	Ciudades	Interior	Mérida	1 estrella	12270	0	6258	0	7150	0	12494
2023	04	Ciudades	Interior	Mérida	2 estrellas	12300	657	5465	1303	9945	1308	10710
2023	04	Ciudades	Interior	Mérida	3 estrellas	54376	5790	26508	4964	23206	13195	49236
2023	04	Ciudades	Interior	Mérida	4 estrellas	64825	5884	36707	8056	51785	11218	75922
2023	04	Ciudades	Interior	Mérida	5 estrellas	95803	6746	48724	6281	38715	12206	92224
2023	04	Ciudades	Interior	Morelia	1 estrella	3090	0	1217	0	2122	0	2451
2023	04	Ciudades	Interior	Morelia	2 estrellas	15570	410	4303	410	4991	410	5039
2023	04	Ciudades	Interior	Morelia	3 estrellas	36780	4188	10908	3979	5883	8986	20560
2023	04	Ciudades	Interior	Morelia	4 estrellas	53130	4083	28023	5072	33219	10722	75108
2023	04	Ciudades	Interior	Morelia	5 estrellas	22020	4057	9450	3781	10908	8058	18966
2023	04	Ciudades	Interior	Oaxaca	1 estrella	21030	850	8652	443	10065	1166	18233
2023	04	Ciudades	Interior	Oaxaca	2 estrellas	35010	216	13265	274	19894	366	29914
2023	04	Ciudades	Interior	Oaxaca	3 estrellas	37710	1342	20846	1154	21798	2659	41753
2023	04	Ciudades	Interior	Oaxaca	4 estrellas	67830	9002	36941	7114	30404	17538	74155
2023	04	Ciudades	Interior	Oaxaca	5 estrellas	19380	2759	8207	1705	6114	5126	16114
2023	04	Ciudades	Interior	Pachuca	1 estrella	8	0	0	0	0	0	0
2023	04	Ciudades	Interior	Pachuca	2 estrellas	3090	0	1147	0	2334	0	3145
2023	04	Ciudades	Interior	Pachuca	3 estrellas	21066	54	14414	29	21144	93	23837
2023	04	Ciudades	Interior	Pachuca	4 estrellas	9989	133	4687	191	6323	249	9216
2023	04	Ciudades	Interior	Pachuca	5 estrellas	12930	0	7358	0	13359	0	15987
2023	04	Ciudades	Interior	Palenque	1 estrella	13530	0	3604	0	7595	0	7595
2023	04	Ciudades	Interior	Palenque	2 estrellas	7650	237	1714	472	3543	725	3667
2023	04	Ciudades	Interior	Palenque	3 estrellas	13467	496	6566	1095	13887	1103	14267
2023	04	Ciudades	Interior	Palenque	4 estrellas	19911	3931	8130	7140	16872	7738	18469
2023	04	Ciudades	Interior	Palenque	5 estrellas	7440	113	3321	220	7274	220	7306
2023	04	Ciudades	Interior	Puebla	1 estrella	16350	412	10360	824	17527	1649	32856
2023	04	Ciudades	Interior	Puebla	2 estrellas	15570	1093	9324	2185	15561	4061	29938
2023	04	Ciudades	Interior	Puebla	3 estrellas	59280	2068	32087	3363	50355	6661	91472
2023	04	Ciudades	Interior	Puebla	4 estrellas	134013	16056	74015	23017	94403	32510	171041
2023	04	Ciudades	Interior	Puebla	5 estrellas	78570	14382	26493	22279	34894	35442	58940
2023	04	Ciudades	Interior	Querétaro	1 estrella	7440	86	3310	86	3575	108	4384
2023	04	Ciudades	Interior	Querétaro	3 estrellas	32880	4683	15556	5706	16724	12218	47835
2023	04	Ciudades	Interior	Querétaro	4 estrellas	72904	1815	42405	1348	42689	3266	77671
2023	04	Ciudades	Interior	Querétaro	5 estrellas	104610	11447	52111	9449	59056	21517	113579
2023	04	Ciudades	Interior	Salamanca	1 estrella	3660	0	1414	0	1630	0	2230
2023	04	Ciudades	Interior	Salamanca	3 estrellas	12210	0	4607	0	5408	0	7697
2023	04	Ciudades	Interior	Salamanca	4 estrellas	8850	0	2280	0	4560	0	4560
2023	04	Ciudades	Interior	Salamanca	5 estrellas	6210	0	905	0	1507	0	1507
2023	04	Ciudades	Interior	San Cristóbal de las Casas	1 estrella	11880	205	2925	370	7124	370	7124
2023	04	Ciudades	Interior	San Cristóbal de las Casas	2 estrellas	16470	712	4896	1462	9927	1462	9927
2023	04	Ciudades	Interior	San Cristóbal de las Casas	3 estrellas	25620	678	9773	1329	19573	1329	20736
2023	04	Ciudades	Interior	San Cristóbal de las Casas	4 estrellas	36051	3919	11275	7247	23392	7332	23883
2023	04	Ciudades	Interior	San Cristóbal de las Casas	5 estrellas	8520	512	3422	970	6453	988	6883
2023	04	Ciudades	Interior	San Juan de los Lagos	1 estrella	39570	10	16667	10	63677	10	64501
2023	04	Ciudades	Interior	San Juan de los Lagos	2 estrellas	22920	0	8905	0	34078	0	34678
2023	04	Ciudades	Interior	San Juan de los Lagos	3 estrellas	24090	0	8301	0	31510	0	32122
2023	04	Ciudades	Interior	San Juan de los Lagos	4 estrellas	15600	0	5250	0	19491	0	19836
2023	04	Ciudades	Interior	San Juan de los Lagos	5 estrellas	8100	0	2804	0	9881	0	10074
2023	04	Ciudades	Interior	San Juan del Río	2 estrellas	3180	0	1221	0	1871	0	2060
2023	04	Ciudades	Interior	San Juan del Río	3 estrellas	5760	0	2638	0	4005	0	5875
2023	04	Ciudades	Interior	San Juan del Río	4 estrellas	15870	98	8070	28	7847	98	14170
2023	04	Ciudades	Interior	San Luis Potosí	1 estrella	6510	0	3059	0	6006	0	6201
2023	04	Ciudades	Interior	San Luis Potosí	2 estrellas	11943	0	4567	0	4557	0	8365
2023	04	Ciudades	Interior	San Luis Potosí	3 estrellas	40395	1355	26212	901	20632	1833	44194
2023	04	Ciudades	Interior	San Luis Potosí	4 estrellas	92714	3067	51373	1554	44841	3865	95719
2023	04	Ciudades	Interior	San Luis Potosí	5 estrellas	29100	5570	14811	2407	8337	7794	27278
2023	04	Ciudades	Interior	San Miguel de Allende	1 estrella	1860	0	547	0	1077	0	1077
2023	04	Ciudades	Interior	San Miguel de Allende	2 estrellas	6270	0	2120	0	4240	0	4240
2023	04	Ciudades	Interior	San Miguel de Allende	3 estrellas	20848	1037	7939	845	9579	2417	14704
2023	04	Ciudades	Interior	San Miguel de Allende	4 estrellas	21420	650	11873	445	21352	1244	25336
2023	04	Ciudades	Interior	San Miguel de Allende	5 estrellas	31710	2322	13014	2332	22468	6251	28205
2023	04	Ciudades	Interior	Taxco	2 estrellas	6300	0	3164	0	8025	0	8086
2023	04	Ciudades	Interior	Taxco	3 estrellas	7230	0	2836	0	6860	0	6860
2023	04	Ciudades	Interior	Taxco	4 estrellas	4560	0	2133	0	4856	0	4856
2023	04	Ciudades	Interior	Taxco	5 estrellas	8460	0	3521	0	7827	0	7827
2023	04	Ciudades	Interior	Tequisquiapan	3 estrellas	6870	8	2969	8	6275	15	8408
2023	04	Ciudades	Interior	Tequisquiapan	4 estrellas	9930	0	5333	0	10758	0	14224
2023	04	Ciudades	Interior	Tlaxcala	1 estrella	2850	0	1059	0	1059	0	1059
2023	04	Ciudades	Interior	Tlaxcala	2 estrellas	2760	389	668	915	1592	915	1715
2023	04	Ciudades	Interior	Tlaxcala	3 estrellas	8400	21	2452	12	3083	39	4624
2023	04	Ciudades	Interior	Tlaxcala	4 estrellas	6384	2	2262	5	2518	5	4433
2023	04	Ciudades	Interior	Toluca	1 estrella	5490	0	2798	0	5449	0	5449
2023	04	Ciudades	Interior	Toluca	2 estrellas	7830	0	3468	0	6937	0	6937
2023	04	Ciudades	Interior	Toluca	3 estrellas	14790	0	5823	0	10278	0	10284
2023	04	Ciudades	Interior	Toluca	4 estrellas	59400	2378	22794	2901	30418	4831	40429
2023	04	Ciudades	Interior	Toluca	5 estrellas	21420	2609	7473	3015	8575	3048	9597
2023	04	Ciudades	Interior	Tuxtla Gutiérrez	1 estrella	23190	0	5574	0	7998	0	9561
2023	04	Ciudades	Interior	Tuxtla Gutiérrez	2 estrellas	28560	650	12706	1141	15995	1348	25157
2023	04	Ciudades	Interior	Tuxtla Gutiérrez	3 estrellas	24690	201	7702	72	9560	201	12227
2023	04	Ciudades	Interior	Tuxtla Gutiérrez	4 estrellas	30623	1405	14911	2368	18266	2452	29749
2023	04	Ciudades	Interior	Tuxtla Gutiérrez	5 estrellas	18660	1600	11557	2706	12137	2884	22018
2023	04	Ciudades	Interior	Valle de Bravo	1 estrella	9480	0	231	0	601	0	601
2023	04	Ciudades	Interior	Valle de Bravo	2 estrellas	4590	0	519	0	1073	0	1073
2023	04	Ciudades	Interior	Valle de Bravo	3 estrellas	8340	0	3017	0	4755	0	7854
2023	04	Ciudades	Interior	Valle de Bravo	4 estrellas	3090	0	263	0	526	0	526
2023	04	Ciudades	Interior	Valle de Bravo	5 estrellas	10110	1685	4293	3853	8825	3853	8853
2023	04	Ciudades	Interior	Villahermosa	1 estrella	8310	18	752	22	1148	22	1411
2023	04	Ciudades	Interior	Villahermosa	2 estrellas	5730	0	1307	0	2437	0	2470
2023	04	Ciudades	Interior	Villahermosa	3 estrellas	59572	357	27014	352	32055	627	73790
2023	04	Ciudades	Interior	Villahermosa	4 estrellas	51706	1903	32249	1510	31203	2574	57196
2023	04	Ciudades	Interior	Villahermosa	5 estrellas	27480	3655	16422	1448	8083	4558	21191
2023	04	Ciudades	Interior	Xalapa	2 estrellas	11970	0	5421	0	7650	0	8475
2023	04	Ciudades	Interior	Xalapa	3 estrellas	32640	997	13223	1310	20100	2705	31696
2023	04	Ciudades	Interior	Xalapa	4 estrellas	38850	1366	23014	1544	33565	3233	49405
2023	04	Ciudades	Interior	Xalapa	5 estrellas	9630	1077	2801	1146	2297	2727	7900
2023	04	Ciudades	Interior	Zacatecas	1 estrella	5280	0	0	0	0	0	0
2023	04	Ciudades	Interior	Zacatecas	2 estrellas	4080	0	799	0	1462	0	1564
2023	04	Ciudades	Interior	Zacatecas	3 estrellas	15600	5	2794	5	2513	5	4937
2023	04	Ciudades	Interior	Zacatecas	4 estrellas	45720	1171	14028	1253	12386	2512	23408
2023	04	Ciudades	Interior	Zacatecas	5 estrellas	18810	837	5439	757	4222	1373	8355
2023	04	Ciudades	Fronterizas	Ciudad Juárez	2 estrellas	8700	870	3480	1088	5438	1088	6090
